timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1721504802353,2102,Login-1,200,OK,Login  1-36,text,true,,51532,371,46,46,https://magento.softwaretestingboard.com/customer/account/,2097,0,0
1721504802269,2296,Account Page,200,OK,Login  1-25,text,true,,51512,370,46,46,https://magento.softwaretestingboard.com/customer/account,2271,0,0
1721504799097,5687,Load Login(for key),200,OK,Login  1-40,text,true,,39678,157,45,45,https://magento.softwaretestingboard.com/customer/account/login,5678,0,98
1721504801702,3305,Login,200,OK,Login  1-22,text,true,,58315,774,45,45,https://magento.softwaretestingboard.com/customer/account/,1492,0,0
1721504801702,1492,Login-0,302,Found,Login  1-22,text,true,,6787,403,45,45,https://magento.softwaretestingboard.com/customer/account/loginPost,1492,0,0
1721504803194,1813,Login-1,200,OK,Login  1-22,text,true,,51528,371,45,45,https://magento.softwaretestingboard.com/customer/account/,1784,0,0
1721504803389,1625,Account Page,200,OK,Login  1-4,text,true,,51510,370,45,45,https://magento.softwaretestingboard.com/customer/account,1618,0,0
1721504801813,3352,Login,200,OK,Login  1-17,text,true,,58311,774,44,44,https://magento.softwaretestingboard.com/customer/account/,1379,0,0
1721504801813,1379,Login-0,302,Found,Login  1-17,text,true,,6781,403,44,44,https://magento.softwaretestingboard.com/customer/account/loginPost,1379,0,0
1721504803193,1972,Login-1,200,OK,Login  1-17,text,true,,51530,371,44,44,https://magento.softwaretestingboard.com/customer/account/,1940,0,0
1721504799293,5882,Login,200,OK,Login  1-7,text,true,,58326,774,44,44,https://magento.softwaretestingboard.com/customer/account/,1782,0,0
1721504799293,1782,Login-0,302,Found,Login  1-7,text,true,,6777,403,44,44,https://magento.softwaretestingboard.com/customer/account/loginPost,1782,0,0
1721504801075,4100,Login-1,200,OK,Login  1-7,text,true,,51549,371,44,44,https://magento.softwaretestingboard.com/customer/account/,4093,0,0
1721504800892,4289,Account Page,200,OK,Login  1-46,text,true,,51514,370,44,44,https://magento.softwaretestingboard.com/customer/account,4283,0,0
1721504802011,3361,Login,200,OK,Login  1-6,text,true,,58309,774,44,44,https://magento.softwaretestingboard.com/customer/account/,1550,0,0
1721504802011,1550,Login-0,302,Found,Login  1-6,text,true,,6781,403,44,44,https://magento.softwaretestingboard.com/customer/account/loginPost,1550,0,0
1721504803561,1811,Login-1,200,OK,Login  1-6,text,true,,51528,371,44,44,https://magento.softwaretestingboard.com/customer/account/,1803,0,0
1721504789692,15701,Load Login(for key),200,OK,Login  1-43,text,true,,39686,157,44,44,https://magento.softwaretestingboard.com/customer/account/login,15694,0,114
1721504804149,1332,Load Login(for key),200,OK,Login  1-27,text,true,,39682,157,44,44,https://magento.softwaretestingboard.com/customer/account/login,1323,0,109
1721504803548,1934,Account Page,200,OK,Login  1-13,text,true,,51506,370,44,44,https://magento.softwaretestingboard.com/customer/account,1932,0,0
1721504802082,3470,Login,200,OK,Login  1-15,text,true,,58313,774,43,43,https://magento.softwaretestingboard.com/customer/account/,1514,0,0
1721504802082,1514,Login-0,302,Found,Login  1-15,text,true,,6787,403,43,43,https://magento.softwaretestingboard.com/customer/account/loginPost,1514,0,0
1721504803596,1956,Login-1,200,OK,Login  1-15,text,true,,51526,371,43,43,https://magento.softwaretestingboard.com/customer/account/,1941,0,0
1721504803945,1691,Account Page,200,OK,Login  1-45,text,true,,51527,370,43,43,https://magento.softwaretestingboard.com/customer/account,1682,0,0
1721504801676,4093,Load Login(for key),200,OK,Login  1-32,text,true,,39684,157,43,43,https://magento.softwaretestingboard.com/customer/account/login,4079,0,84
1721504802416,3536,Load Login(for key),200,OK,Login  1-12,text,true,,39688,157,43,43,https://magento.softwaretestingboard.com/customer/account/login,3512,0,126
1721504799191,6863,Login,200,OK,Login  1-20,text,true,,58315,774,43,43,https://magento.softwaretestingboard.com/customer/account/,4941,0,0
1721504799191,4941,Login-0,302,Found,Login  1-20,text,true,,6789,403,43,43,https://magento.softwaretestingboard.com/customer/account/loginPost,4941,0,0
1721504804132,1922,Login-1,200,OK,Login  1-20,text,true,,51526,371,43,43,https://magento.softwaretestingboard.com/customer/account/,1904,0,0
1721504799689,6385,Login,200,OK,Login  1-35,text,true,,58315,774,43,43,https://magento.softwaretestingboard.com/customer/account/,4096,0,0
1721504799689,4096,Login-0,302,Found,Login  1-35,text,true,,6785,403,43,43,https://magento.softwaretestingboard.com/customer/account/loginPost,4096,0,0
1721504803785,2289,Login-1,200,OK,Login  1-35,text,true,,51530,371,43,43,https://magento.softwaretestingboard.com/customer/account/,2278,0,0
1721504802425,3855,Account Page,200,OK,Login  1-1,text,true,,51514,370,43,43,https://magento.softwaretestingboard.com/customer/account,3842,0,0
1721504789891,16514,Load Login(for key),200,OK,Login  1-48,text,true,,39680,157,42,42,https://magento.softwaretestingboard.com/customer/account/login,16494,0,96
1721504805183,1306,Load Login(for key),200,OK,Login  1-46,text,true,,39678,157,42,42,https://magento.softwaretestingboard.com/customer/account/login,1289,0,91
1721504802697,3953,Login,200,OK,Login  1-3,text,true,,58317,774,42,42,https://magento.softwaretestingboard.com/customer/account/,2096,0,0
1721504802697,2096,Login-0,302,Found,Login  1-3,text,true,,6791,403,42,42,https://magento.softwaretestingboard.com/customer/account/loginPost,2096,0,0
1721504804794,1856,Login-1,200,OK,Login  1-3,text,true,,51526,371,42,42,https://magento.softwaretestingboard.com/customer/account/,1844,0,0
1721504799748,6935,Login,200,OK,Login  1-23,text,true,,58323,774,42,42,https://magento.softwaretestingboard.com/customer/account/,3933,0,0
1721504799748,3933,Login-0,302,Found,Login  1-23,text,true,,6789,403,42,42,https://magento.softwaretestingboard.com/customer/account/loginPost,3933,0,0
1721504803681,3002,Login-1,200,OK,Login  1-23,text,true,,51534,371,42,42,https://magento.softwaretestingboard.com/customer/account/,2990,0,0
1721504801088,5607,Account Page,200,OK,Login  1-8,text,true,,51517,370,42,42,https://magento.softwaretestingboard.com/customer/account,5595,0,0
1721504802478,4239,Login,200,OK,Login  1-31,text,true,,58313,774,41,41,https://magento.softwaretestingboard.com/customer/account/,2498,0,0
1721504802478,2498,Login-0,302,Found,Login  1-31,text,true,,6787,403,41,41,https://magento.softwaretestingboard.com/customer/account/loginPost,2498,0,0
1721504804976,1741,Login-1,200,OK,Login  1-31,text,true,,51526,371,41,41,https://magento.softwaretestingboard.com/customer/account/,1719,0,0
1721504803390,3432,Login,200,OK,Login  1-37,text,true,,58309,774,41,41,https://magento.softwaretestingboard.com/customer/account/,1625,0,0
1721504803390,1625,Login-0,302,Found,Login  1-37,text,true,,6779,403,41,41,https://magento.softwaretestingboard.com/customer/account/loginPost,1625,0,0
1721504805016,1806,Login-1,200,OK,Login  1-37,text,true,,51530,371,41,41,https://magento.softwaretestingboard.com/customer/account/,1805,0,0
1721504805009,1821,Account Page,200,OK,Login  1-22,text,true,,51535,370,41,41,https://magento.softwaretestingboard.com/customer/account,1817,0,0
1721504805166,1727,Account Page,200,OK,Login  1-17,text,true,,51518,370,40,40,https://magento.softwaretestingboard.com/customer/account,1709,0,0
1721504805638,1341,Load Login(for key),200,OK,Login  1-45,text,true,,39682,157,39,39,https://magento.softwaretestingboard.com/customer/account/login,1327,0,108
1721504803765,3236,Login,200,OK,Login  1-5,text,true,,58317,774,39,39,https://magento.softwaretestingboard.com/customer/account/,1430,0,0
1721504803765,1430,Login-0,302,Found,Login  1-5,text,true,,6783,403,39,39,https://magento.softwaretestingboard.com/customer/account/loginPost,1430,0,0
1721504805195,1806,Login-1,200,OK,Login  1-5,text,true,,51534,371,39,39,https://magento.softwaretestingboard.com/customer/account/,1800,0,0
1721504803492,3869,Login,200,OK,Login  1-9,text,true,,58315,774,39,39,https://magento.softwaretestingboard.com/customer/account/,1690,0,0
1721504803492,1690,Login-0,302,Found,Login  1-9,text,true,,6781,403,39,39,https://magento.softwaretestingboard.com/customer/account/loginPost,1690,0,0
1721504805182,2179,Login-1,200,OK,Login  1-9,text,true,,51534,371,39,39,https://magento.softwaretestingboard.com/customer/account/,2166,0,0
1721504805176,2242,Account Page,200,OK,Login  1-7,text,true,,51522,370,39,39,https://magento.softwaretestingboard.com/customer/account,2229,0,0
1721504804456,2962,Account Page,200,OK,Login  1-36,text,true,,51518,370,39,39,https://magento.softwaretestingboard.com/customer/account,2906,0,0
1721504802426,4995,Load Login(for key),200,OK,Login  1-14,text,true,,39684,157,38,38,https://magento.softwaretestingboard.com/customer/account/login,4993,0,117
1721504795586,11915,Load Login(for key),200,OK,Login  1-18,text,true,,39680,157,38,38,https://magento.softwaretestingboard.com/customer/account/login,11893,0,117
1721504805553,2001,Account Page,200,OK,Login  1-15,text,true,,51512,370,38,38,https://magento.softwaretestingboard.com/customer/account,1992,0,0
1721504806075,1863,Account Page,200,OK,Login  1-35,text,true,,51520,370,37,37,https://magento.softwaretestingboard.com/customer/account,1859,0,0
1721504806055,1883,Account Page,200,OK,Login  1-20,text,true,,51514,370,37,37,https://magento.softwaretestingboard.com/customer/account,1879,0,0
1721504804788,3500,Login,200,OK,Login  1-40,text,true,,58313,774,35,35,https://magento.softwaretestingboard.com/customer/account/,1523,0,0
1721504804788,1523,Login-0,302,Found,Login  1-40,text,true,,6783,403,35,35,https://magento.softwaretestingboard.com/customer/account/loginPost,1523,0,0
1721504806312,1976,Login-1,200,OK,Login  1-40,text,true,,51530,371,35,35,https://magento.softwaretestingboard.com/customer/account/,1955,0,0
1721504804125,4268,Login,200,OK,Login  1-21,text,true,,58317,774,35,35,https://magento.softwaretestingboard.com/customer/account/,1654,0,0
1721504804125,1654,Login-0,302,Found,Login  1-21,text,true,,6779,403,35,35,https://magento.softwaretestingboard.com/customer/account/loginPost,1654,0,0
1721504805779,2614,Login-1,200,OK,Login  1-21,text,true,,51538,371,35,35,https://magento.softwaretestingboard.com/customer/account/,2591,0,0
1721504805372,3119,Account Page,200,OK,Login  1-6,text,true,,51510,370,35,35,https://magento.softwaretestingboard.com/customer/account,3097,0,0
1721504807420,1096,Load Login(for key),200,OK,Login  1-36,text,true,,39684,157,34,34,https://magento.softwaretestingboard.com/customer/account/login,1094,0,117
1721504806652,1888,Account Page,200,OK,Login  1-3,text,true,,51516,370,34,34,https://magento.softwaretestingboard.com/customer/account,1885,0,0
1721504789491,19085,Load Login(for key),200,OK,Login  1-38,text,true,,39682,157,33,33,https://magento.softwaretestingboard.com/customer/account/login,19072,0,110
1721504789013,19563,Load Login(for key),200,OK,Login  1-26,text,true,,39690,157,33,33,https://magento.softwaretestingboard.com/customer/account/login,19547,0,135
1721504806823,1761,Account Page,200,OK,Login  1-37,text,true,,51514,370,33,33,https://magento.softwaretestingboard.com/customer/account,1755,0,0
1721504807002,1594,Account Page,200,OK,Login  1-5,text,true,,51522,370,32,32,https://magento.softwaretestingboard.com/customer/account,1582,0,0
1721504806685,2009,Account Page,200,OK,Login  1-23,text,true,,51516,370,31,31,https://magento.softwaretestingboard.com/customer/account,1995,0,0
1721504790795,18211,Login,200,OK,Login  1-30,text,true,,58315,774,30,30,https://magento.softwaretestingboard.com/customer/account/,16347,0,0
1721504790795,16347,Login-0,302,Found,Login  1-30,text,true,,6791,403,30,30,https://magento.softwaretestingboard.com/customer/account/loginPost,16347,0,0
1721504807144,1862,Login-1,200,OK,Login  1-30,text,true,,51524,371,30,30,https://magento.softwaretestingboard.com/customer/account/,1820,0,0
1721504802699,6488,Login,200,OK,Login  1-50,text,true,,58321,774,30,30,https://magento.softwaretestingboard.com/customer/account/,4484,0,0
1721504802699,4484,Login-0,302,Found,Login  1-50,text,true,,6787,403,30,30,https://magento.softwaretestingboard.com/customer/account/loginPost,4484,0,0
1721504807184,2003,Login-1,200,OK,Login  1-50,text,true,,51534,371,30,30,https://magento.softwaretestingboard.com/customer/account/,1966,0,0
1721504806718,2498,Account Page,200,OK,Login  1-31,text,true,,51525,370,30,30,https://magento.softwaretestingboard.com/customer/account,2469,0,0
1721504802584,6817,Load Login(for key),200,OK,Login  1-42,text,true,,39676,157,29,29,https://magento.softwaretestingboard.com/customer/account/login,6800,0,117
1721504806408,3549,Login,200,OK,Login  1-48,text,true,,58317,774,29,29,https://magento.softwaretestingboard.com/customer/account/,1703,0,0
1721504806408,1703,Login-0,302,Found,Login  1-48,text,true,,6793,403,29,29,https://magento.softwaretestingboard.com/customer/account/loginPost,1703,0,0
1721504808111,1846,Login-1,200,OK,Login  1-48,text,true,,51524,371,29,29,https://magento.softwaretestingboard.com/customer/account/,1832,0,0
1721504791385,18589,Login,200,OK,Login  1-47,text,true,,58329,774,29,29,https://magento.softwaretestingboard.com/customer/account/,16620,0,0
1721504791385,16620,Login-0,302,Found,Login  1-47,text,true,,6783,403,29,29,https://magento.softwaretestingboard.com/customer/account/loginPost,16620,0,0
1721504808006,1968,Login-1,200,OK,Login  1-47,text,true,,51546,371,29,29,https://magento.softwaretestingboard.com/customer/account/,1937,0,0
1721504805482,4621,Login,200,OK,Login  1-27,text,true,,58323,774,29,29,https://magento.softwaretestingboard.com/customer/account/,2850,0,0
1721504805482,2850,Login-0,302,Found,Login  1-27,text,true,,6793,403,29,29,https://magento.softwaretestingboard.com/customer/account/loginPost,2850,0,0
1721504808333,1770,Login-1,200,OK,Login  1-27,text,true,,51530,371,29,29,https://magento.softwaretestingboard.com/customer/account/,1736,0,0
1721504806492,3613,Login,200,OK,Login  1-46,text,true,,58315,774,29,29,https://magento.softwaretestingboard.com/customer/account/,1568,0,0
1721504806492,1568,Login-0,302,Found,Login  1-46,text,true,,6785,403,29,29,https://magento.softwaretestingboard.com/customer/account/loginPost,1568,0,0
1721504808060,2045,Login-1,200,OK,Login  1-46,text,true,,51530,371,29,29,https://magento.softwaretestingboard.com/customer/account/,2043,0,0
1721504808394,1776,Account Page,200,OK,Login  1-21,text,true,,51516,370,29,29,https://magento.softwaretestingboard.com/customer/account,1754,0,0
1721504808289,1884,Account Page,200,OK,Login  1-40,text,true,,51524,370,28,28,https://magento.softwaretestingboard.com/customer/account,1881,0,0
1721504806989,3224,Login,200,OK,Login  1-45,text,true,,58311,774,27,27,https://magento.softwaretestingboard.com/customer/account/,1406,0,0
1721504806989,1406,Login-0,302,Found,Login  1-45,text,true,,6787,403,27,27,https://magento.softwaretestingboard.com/customer/account/loginPost,1406,0,0
1721504808395,1818,Login-1,200,OK,Login  1-45,text,true,,51524,371,27,27,https://magento.softwaretestingboard.com/customer/account/,1818,0,0
1721504807362,2904,Account Page,200,OK,Login  1-9,text,true,,51525,370,27,27,https://magento.softwaretestingboard.com/customer/account,2894,0,0
1721504801398,8873,Account Page,200,OK,Login  1-44,text,true,,51518,370,26,26,https://magento.softwaretestingboard.com/customer/account,8868,0,0
1721504809012,1486,Account Page,200,OK,Login  1-30,text,true,,51510,370,26,26,https://magento.softwaretestingboard.com/customer/account,1476,0,0
1721504805395,5198,Login,200,OK,Login  1-43,text,true,,58317,774,26,26,https://magento.softwaretestingboard.com/customer/account/,3567,0,0
1721504805395,3567,Login-0,302,Found,Login  1-43,text,true,,6783,403,26,26,https://magento.softwaretestingboard.com/customer/account/loginPost,3567,0,0
1721504808963,1630,Login-1,200,OK,Login  1-43,text,true,,51534,371,26,26,https://magento.softwaretestingboard.com/customer/account/,1622,0,0
1721504805772,5119,Login,200,OK,Login  1-32,text,true,,58319,774,26,26,https://magento.softwaretestingboard.com/customer/account/,3501,0,0
1721504805772,3501,Login-0,302,Found,Login  1-32,text,true,,6785,403,26,26,https://magento.softwaretestingboard.com/customer/account/loginPost,3501,0,0
1721504809273,1618,Login-1,200,OK,Login  1-32,text,true,,51534,371,26,26,https://magento.softwaretestingboard.com/customer/account/,1615,0,0
1721504809187,1705,Account Page,200,OK,Login  1-50,text,true,,51510,370,26,26,https://magento.softwaretestingboard.com/customer/account,1701,0,0
1721504805956,5426,Login,200,OK,Login  1-12,text,true,,58313,774,25,25,https://magento.softwaretestingboard.com/customer/account/,1546,0,0
1721504805956,1546,Login-0,302,Found,Login  1-12,text,true,,6789,403,25,25,https://magento.softwaretestingboard.com/customer/account/loginPost,1546,0,0
1721504807502,3880,Login-1,200,OK,Login  1-12,text,true,,51524,371,25,25,https://magento.softwaretestingboard.com/customer/account/,3868,0,0
1721504809957,1562,Account Page,200,OK,Login  1-48,text,true,,51522,370,25,25,https://magento.softwaretestingboard.com/customer/account,1545,0,0
1721504789332,22244,Load Login(for key),200,OK,Login  1-34,text,true,,39684,157,25,25,https://magento.softwaretestingboard.com/customer/account/login,22237,0,101
1721504803669,8024,Login,200,OK,Login  1-33,text,true,,58325,774,25,25,https://magento.softwaretestingboard.com/customer/account/,6229,0,0
1721504803669,6229,Login-0,302,Found,Login  1-33,text,true,,6795,403,25,25,https://magento.softwaretestingboard.com/customer/account/loginPost,6229,0,0
1721504809899,1794,Login-1,200,OK,Login  1-33,text,true,,51530,371,25,25,https://magento.softwaretestingboard.com/customer/account/,1757,0,0
1721504807424,4284,Login,200,OK,Login  1-14,text,true,,58315,774,25,25,https://magento.softwaretestingboard.com/customer/account/,2510,0,0
1721504807424,2510,Login-0,302,Found,Login  1-14,text,true,,6781,403,25,25,https://magento.softwaretestingboard.com/customer/account/loginPost,2510,0,0
1721504809934,1774,Login-1,200,OK,Login  1-14,text,true,,51534,371,25,25,https://magento.softwaretestingboard.com/customer/account/,1761,0,0
1721504809974,1734,Account Page,200,OK,Login  1-47,text,true,,51516,370,25,25,https://magento.softwaretestingboard.com/customer/account,1721,0,0
1721504810272,1438,Load Login(for key),200,OK,Login  1-44,text,true,,39678,157,25,25,https://magento.softwaretestingboard.com/customer/account/login,1436,0,113
1721504800395,11317,Login,200,OK,Login  1-41,text,true,,58309,774,25,25,https://magento.softwaretestingboard.com/customer/account/,9596,0,0
1721504800395,9596,Login-0,302,Found,Login  1-41,text,true,,6783,403,25,25,https://magento.softwaretestingboard.com/customer/account/loginPost,9596,0,0
1721504809991,1721,Login-1,200,OK,Login  1-41,text,true,,51526,371,25,25,https://magento.softwaretestingboard.com/customer/account/,1719,0,0
1721504810500,1257,Load Login(for key),200,OK,Login  1-30,text,true,,39684,157,25,25,https://magento.softwaretestingboard.com/customer/account/login,1243,0,86
1721504807510,4339,Login,200,OK,Login  1-18,text,true,,58309,774,25,25,https://magento.softwaretestingboard.com/customer/account/,2430,0,0
1721504807510,2430,Login-0,302,Found,Login  1-18,text,true,,6785,403,25,25,https://magento.softwaretestingboard.com/customer/account/loginPost,2430,0,0
1721504809941,1908,Login-1,200,OK,Login  1-18,text,true,,51524,371,25,25,https://magento.softwaretestingboard.com/customer/account/,1904,0,0
1721504808579,3285,Login,200,OK,Login  1-38,text,true,,58319,774,25,25,https://magento.softwaretestingboard.com/customer/account/,1591,0,0
1721504808579,1591,Login-0,302,Found,Login  1-38,text,true,,6791,403,25,25,https://magento.softwaretestingboard.com/customer/account/loginPost,1591,0,0
1721504810170,1694,Login-1,200,OK,Login  1-38,text,true,,51528,371,25,25,https://magento.softwaretestingboard.com/customer/account/,1686,0,0
1721504790714,21150,Login,200,OK,Login  1-24,text,true,,58319,774,25,25,https://magento.softwaretestingboard.com/customer/account/,19154,0,0
1721504790714,19154,Login-0,302,Found,Login  1-24,text,true,,6787,403,25,25,https://magento.softwaretestingboard.com/customer/account/loginPost,19154,0,0
1721504809869,1995,Login-1,200,OK,Login  1-24,text,true,,51532,371,25,25,https://magento.softwaretestingboard.com/customer/account/,1986,0,0
1721504810106,1765,Account Page,200,OK,Login  1-46,text,true,,51516,370,25,25,https://magento.softwaretestingboard.com/customer/account,1759,0,0
1721504810103,1769,Account Page,200,OK,Login  1-27,text,true,,51512,370,25,25,https://magento.softwaretestingboard.com/customer/account,1762,0,0
1721504810214,1767,Account Page,200,OK,Login  1-45,text,true,,51522,370,23,23,https://magento.softwaretestingboard.com/customer/account,1757,0,0
1721504808579,3461,Login,200,OK,Login  1-26,text,true,,58332,774,22,22,https://magento.softwaretestingboard.com/customer/account/,1526,0,0
1721504808579,1526,Login-0,302,Found,Login  1-26,text,true,,6785,403,22,22,https://magento.softwaretestingboard.com/customer/account/loginPost,1526,0,0
1721504810105,1935,Login-1,200,OK,Login  1-26,text,true,,51547,371,22,22,https://magento.softwaretestingboard.com/customer/account/,1919,0,0
1721504810594,1597,Account Page,200,OK,Login  1-43,text,true,,51518,370,22,22,https://magento.softwaretestingboard.com/customer/account,1581,0,0
1721504802808,9601,Load Login(for key),200,OK,Login  1-39,text,true,,39682,157,22,22,https://magento.softwaretestingboard.com/customer/account/login,9580,0,93
1721504789931,22650,Load Login(for key),200,OK,Login  1-49,text,true,,39676,157,22,22,https://magento.softwaretestingboard.com/customer/account/login,22648,0,112
1721504810891,1908,Account Page,200,OK,Login  1-32,text,true,,51516,370,22,22,https://magento.softwaretestingboard.com/customer/account,1881,0,0
1721504811521,1285,Load Login(for key),200,OK,Login  1-48,text,true,,39684,157,21,21,https://magento.softwaretestingboard.com/customer/account/login,1278,0,86
1721504811711,1391,Load Login(for key),200,OK,Login  1-47,text,true,,39690,157,21,21,https://magento.softwaretestingboard.com/customer/account/login,1386,0,108
1721504811383,1713,Account Page,200,OK,Login  1-12,text,true,,51524,370,21,21,https://magento.softwaretestingboard.com/customer/account,1686,0,0
1721504792176,21099,Account Page,200,OK,Login  1-2,text,true,,51522,370,20,20,https://magento.softwaretestingboard.com/customer/account,21081,0,0
1721504808537,4850,Login,200,OK,Login  1-36,text,true,,58309,774,20,20,https://magento.softwaretestingboard.com/customer/account/,2355,0,0
1721504808537,2355,Login-0,302,Found,Login  1-36,text,true,,6783,403,20,20,https://magento.softwaretestingboard.com/customer/account/loginPost,2355,0,0
1721504810892,2495,Login-1,200,OK,Login  1-36,text,true,,51526,371,20,20,https://magento.softwaretestingboard.com/customer/account/,2453,0,0
1721504812193,1198,Load Login(for key),200,OK,Login  1-43,text,true,,39676,157,20,20,https://magento.softwaretestingboard.com/customer/account/login,1194,0,106
1721504811694,1783,Account Page,200,OK,Login  1-33,text,true,,51526,370,20,20,https://magento.softwaretestingboard.com/customer/account,1759,0,0
1721504811713,1868,Account Page,200,OK,Login  1-41,text,true,,51531,370,19,19,https://magento.softwaretestingboard.com/customer/account,1857,0,0
1721504811850,1844,Account Page,200,OK,Login  1-18,text,true,,51512,370,18,18,https://magento.softwaretestingboard.com/customer/account,1836,0,0
1721504811709,1995,Account Page,200,OK,Login  1-14,text,true,,51520,370,17,17,https://magento.softwaretestingboard.com/customer/account,1980,0,0
1721504811865,1944,Account Page,200,OK,Login  1-24,text,true,,51516,370,16,16,https://magento.softwaretestingboard.com/customer/account,1922,0,0
1721504811865,1944,Account Page,200,OK,Login  1-38,text,true,,51514,370,16,16,https://magento.softwaretestingboard.com/customer/account,1916,0,0
1721504789117,24739,Login,200,OK,Login  1-11,text,true,,58314,774,16,16,https://magento.softwaretestingboard.com/customer/account/,22775,0,0
1721504789117,22775,Login-0,302,Found,Login  1-11,text,true,,6783,403,16,16,https://magento.softwaretestingboard.com/customer/account/loginPost,22775,0,0
1721504811894,1962,Login-1,200,OK,Login  1-11,text,true,,51531,371,16,16,https://magento.softwaretestingboard.com/customer/account/,1924,0,0
1721504809403,4564,Login,200,OK,Login  1-42,text,true,,58328,774,16,16,https://magento.softwaretestingboard.com/customer/account/,2474,0,0
1721504809403,2474,Login-0,302,Found,Login  1-42,text,true,,6791,403,16,16,https://magento.softwaretestingboard.com/customer/account/loginPost,2474,0,0
1721504811878,2089,Login-1,200,OK,Login  1-42,text,true,,51537,371,16,16,https://magento.softwaretestingboard.com/customer/account/,2081,0,0
1721504812041,1934,Account Page,200,OK,Login  1-26,text,true,,51524,370,16,16,https://magento.softwaretestingboard.com/customer/account,1926,0,0
1721504799801,14289,Login,200,OK,Login  1-28,text,true,,58311,774,16,16,https://magento.softwaretestingboard.com/customer/account/,13085,0,0
1721504799801,13085,Login-0,302,Found,Login  1-28,text,true,,6787,403,16,16,https://magento.softwaretestingboard.com/customer/account/loginPost,13085,0,0
1721504812886,1204,Login-1,200,OK,Login  1-28,text,true,,51524,371,16,16,https://magento.softwaretestingboard.com/customer/account/,1189,0,0
1721504813277,836,Load Login(for key),200,OK,Login  1-2,text,true,,39676,157,16,16,https://magento.softwaretestingboard.com/customer/account/login,825,0,115
1721504811578,2633,Login,200,OK,Login  1-34,text,true,,58317,774,16,16,https://magento.softwaretestingboard.com/customer/account/,1524,0,0
1721504811578,1524,Login-0,302,Found,Login  1-34,text,true,,6791,403,16,16,https://magento.softwaretestingboard.com/customer/account/loginPost,1524,0,0
1721504813102,1109,Login-1,200,OK,Login  1-34,text,true,,51526,371,16,16,https://magento.softwaretestingboard.com/customer/account/,1104,0,0
1721504811713,2568,Login,200,OK,Login  1-44,text,true,,58317,774,16,16,https://magento.softwaretestingboard.com/customer/account/,1566,0,0
1721504811713,1566,Login-0,302,Found,Login  1-44,text,true,,6785,403,16,16,https://magento.softwaretestingboard.com/customer/account/loginPost,1566,0,0
1721504813279,1002,Login-1,200,OK,Login  1-44,text,true,,51532,371,16,16,https://magento.softwaretestingboard.com/customer/account/,994,0,0
1721504811759,2691,Login,200,OK,Login  1-30,text,true,,58320,774,16,16,https://magento.softwaretestingboard.com/customer/account/,1741,0,0
1721504811759,1741,Login-0,302,Found,Login  1-30,text,true,,6785,403,16,16,https://magento.softwaretestingboard.com/customer/account/loginPost,1741,0,0
1721504813501,949,Login-1,200,OK,Login  1-30,text,true,,51535,371,16,16,https://magento.softwaretestingboard.com/customer/account/,919,0,0
1721504813388,1134,Account Page,200,OK,Login  1-36,text,true,,51520,370,16,16,https://magento.softwaretestingboard.com/customer/account,1094,0,0
1721504813810,803,Load Login(for key),200,OK,Login  1-24,text,true,,39692,157,15,15,https://magento.softwaretestingboard.com/customer/account/login,786,0,97
1721504813810,870,Load Login(for key),200,OK,Login  1-38,text,true,,39676,157,15,15,https://magento.softwaretestingboard.com/customer/account/login,865,0,95
1721504813976,906,Load Login(for key),200,OK,Login  1-26,text,true,,39680,157,15,15,https://magento.softwaretestingboard.com/customer/account/login,887,0,91
1721504813856,1040,Account Page,200,OK,Login  1-11,text,true,,51512,370,15,15,https://magento.softwaretestingboard.com/customer/account,1027,0,0
1721504812413,2553,Login,200,OK,Login  1-39,text,true,,58313,774,15,15,https://magento.softwaretestingboard.com/customer/account/,1396,0,0
1721504812413,1396,Login-0,302,Found,Login  1-39,text,true,,6785,403,15,15,https://magento.softwaretestingboard.com/customer/account/loginPost,1396,0,0
1721504813808,1158,Login-1,200,OK,Login  1-39,text,true,,51528,371,15,15,https://magento.softwaretestingboard.com/customer/account/,1148,0,0
1721504812605,2417,Login,200,OK,Login  1-49,text,true,,58315,740,15,15,https://magento.softwaretestingboard.com/customer/account/,1370,0,0
1721504812605,1370,Login-0,302,Found,Login  1-49,text,true,,6791,403,15,15,https://magento.softwaretestingboard.com/customer/account/loginPost,1370,0,0
1721504813975,1047,Login-1,200,OK,Login  1-49,text,true,,51524,337,15,15,https://magento.softwaretestingboard.com/customer/account/,1043,0,0
1721504812809,2266,Login,200,OK,Login  1-48,text,true,,58309,774,15,15,https://magento.softwaretestingboard.com/customer/account/,1200,0,0
1721504812809,1200,Login-0,302,Found,Login  1-48,text,true,,6783,403,15,15,https://magento.softwaretestingboard.com/customer/account/loginPost,1200,0,0
1721504814009,1066,Login-1,200,OK,Login  1-48,text,true,,51526,371,15,15,https://magento.softwaretestingboard.com/customer/account/,1056,0,0
1721504814090,1079,Account Page,200,OK,Login  1-28,text,true,,51508,370,15,15,https://magento.softwaretestingboard.com/customer/account,1074,0,0
1721504813967,1212,Account Page,200,OK,Login  1-42,text,true,,51521,370,14,14,https://magento.softwaretestingboard.com/customer/account,1040,0,0
